	gene_h	gene_t	onco	chem_emb
2923	PFAS	RANGRF	0	"[-1.84447601e-01  1.26230255e+02 -1.68895144e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.98000431e+00  8.43925049e+02
  2.14151159e-01  0.00000000e+00  0.00000000e+00  2.02578679e-01
  3.19260716e-01  4.78160501e-01  3.31342545e+01  8.08075909e-03
  1.14827585e+01  8.92875195e+00  0.00000000e+00  0.00000000e+00]"
2931	PFKFB4	SHISA5	0	"[-3.9420286e-01  1.2213332e+02 -2.1739131e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  5.5726128e+00  8.8468463e+02
  1.4290281e-01  0.0000000e+00  0.0000000e+00  3.7371401e-02
  9.4051458e-02  8.6857712e-01  2.3033834e+01  7.6244488e-02
  5.2608695e+00  6.9565219e-01  0.0000000e+00  0.0000000e+00]"
2995	PGAP1	C2orf66	0	"[1.8032780e-01 1.3110326e+02 7.3770493e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 9.9369402e+00 6.0985529e+02 1.5696721e-01 0.0000000e+00 0.0000000e+00
 4.8211301e-03 5.7714973e-03 9.8940736e-01 2.6557280e+01 1.4162859e-01
 8.6393442e+00 9.6775955e-01 0.0000000e+00 0.0000000e+00]"
3008	PGC	GLUL	0	"[-7.7777751e-02  1.2798770e+02 -2.3391813e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.3504438e+00  9.4730249e+02
  1.5533195e-01  0.0000000e+00  0.0000000e+00  1.4535463e-01
  2.8488433e-01  5.6976110e-01  1.9212904e+01  5.0100885e-02
  8.5672512e+00  5.5057449e+00  0.0000000e+00  0.0000000e+00]"
3012	PIAS2	ST8SIA5	0	"[-8.8953547e-02  1.2413196e+02 -2.9069768e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.6961927e+00  4.9592267e+02
  1.7458861e-01  0.0000000e+00  0.0000000e+00  1.1424096e-02
  1.2203685e-02  9.7637224e-01  5.6251396e+01  2.8866956e-02
  4.9651165e+00  5.7255544e-02  0.0000000e+00  0.0000000e+00]"
3033	PLEKHA4	HSD17B14	0	"[-7.9166669e-01  1.2194269e+02  0.0000000e+00  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.0734034e+00  1.0436833e+03
  1.6842106e-01  0.0000000e+00  0.0000000e+00  3.8670573e-02
  3.6077121e-01  6.0055828e-01  1.7421444e+01  8.4418401e-02
  8.1041670e+00  6.7048244e+00  0.0000000e+00  0.0000000e+00]"
3035	PLEKHO2	ANKDD1A	0	"[ 2.8290597e-01  1.2646666e+02 -4.2735045e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3533258e+00  6.5501086e+02
  1.5299882e-01  0.0000000e+00  0.0000000e+00  3.1099676e-03
  1.7818352e-02  9.7907174e-01  4.1116821e+01  6.5673165e-02
  7.6837606e+00  3.2525787e+00  0.0000000e+00  0.0000000e+00]"
3036	PNLIP	PNLIPRP1	0	"[-2.8611115e-01  1.3085646e+02 -9.2592593e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0813942e+00  8.2746228e+02
  2.1019384e-01  0.0000000e+00  0.0000000e+00  4.3658089e-02
  2.0842792e-01  7.4791396e-01  2.1224699e+01  6.6358022e-02
  7.1666665e+00  3.1308410e+00  0.0000000e+00  0.0000000e+00]"
3061	PODN	IGF2	0	"[-4.0844446e-01  1.3035226e+02  2.3703704e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.8374214e+00  7.5067621e+02
  2.4350259e-01  0.0000000e+00  0.0000000e+00  1.2311994e-01
  2.8152069e-01  5.9535939e-01  3.8006172e+01  1.5615912e-02
  1.0540741e+01  1.0640400e+01  0.0000000e+00  0.0000000e+00]"
3067	PPCS	CCDC30	0	"[-1.0199301e+00  1.3545033e+02  1.3986014e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0161774e+01  4.7418481e+02
  3.2642400e-01  0.0000000e+00  0.0000000e+00  1.9163819e-02
  2.3983227e-02  9.5685291e-01  1.0402981e+02  1.4096044e-02
  8.0629368e+00  4.7350864e+00  0.0000000e+00  0.0000000e+00]"
3073	PPTC7	VPS29	0	"[1.23711303e-01 1.28980408e+02 9.27835032e-02 2.00000000e+00
 7.00000000e+01 4.50000000e+00 1.81199997e+02 1.00000000e+00
 2.00000000e+00 7.00000000e+01 1.03059940e+01 7.97487000e+02
 2.36093208e-01 0.00000000e+00 0.00000000e+00 1.08129248e-01
 3.70550305e-01 5.21320462e-01 1.32009850e+01 1.02136254e-01
 9.90721607e+00 7.16838503e+00 0.00000000e+00 0.00000000e+00]"
3222	PRDM12	PTMA	0	"[-6.2749004e-01  1.2752428e+02 -4.1832671e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7327356e+00  8.2273517e+02
  2.8567168e-01  0.0000000e+00  0.0000000e+00  1.4455347e-01
  3.4907636e-01  5.0637019e-01  4.5971100e+01  1.5221980e-02
  7.6414342e+00  9.1566029e+00  0.0000000e+00  0.0000000e+00]"
3230	PREX2	COX6A1	0	"[-4.3126148e-01  1.3171413e+02  1.6758075e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.7183208e+00  6.9314099e+02
  2.7182266e-01  0.0000000e+00  0.0000000e+00  1.8095832e-01
  3.6697155e-01  4.5207012e-01  3.8974449e+01  6.3549038e-03
  1.0428397e+01  7.9328275e+00  0.0000000e+00  0.0000000e+00]"
3231	PREX2	GATC	0	"[-4.1444245e-01  1.3160522e+02  1.9195613e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.6870775e+00  7.1133130e+02
  2.6960081e-01  0.0000000e+00  0.0000000e+00  1.6407260e-01
  2.3561905e-01  6.0030830e-01  4.3167122e+01  6.2308731e-03
  1.0224863e+01  8.1524544e+00  0.0000000e+00  0.0000000e+00]"
3253	PRH2	PYCR1	0	"[-9.3726985e-02  1.2656825e+02  3.3210333e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1233311e+00  8.4371173e+02
  2.1185595e-01  0.0000000e+00  0.0000000e+00  2.5857672e-01
  3.0747220e-01  4.3395114e-01  2.3090504e+01  3.2175489e-02
  8.7195568e+00  6.4766159e+00  0.0000000e+00  0.0000000e+00]"
3340	PROM2	KCNIP3	0	"[-2.46109497e-08  1.29100540e+02 -1.10599082e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.55822849e+00  7.62715820e+02
  2.02829599e-01  0.00000000e+00  0.00000000e+00  1.00751715e-02
  3.95189971e-02  9.50405836e-01  7.86326218e+01  9.46548022e-03
  1.02700462e+01  5.99988604e+00  0.00000000e+00  0.00000000e+00]"
3440	PRR4	EFCAB4A	0	"[-3.0364588e-01  1.2929478e+02  1.0937500e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.9670544e+00  1.1117772e+03
  1.7907396e-01  0.0000000e+00  0.0000000e+00  1.4762269e-01
  3.0337951e-01  5.4899782e-01  2.2395367e+01  3.8953993e-02
  7.4791665e+00  4.8058462e+00  0.0000000e+00  0.0000000e+00]"
3904	PSEN2	ADCK3	0	"[-1.3760850e-01  1.2972079e+02 -1.3982642e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1580238e+00  8.1014832e+02
  2.2881009e-01  0.0000000e+00  0.0000000e+00  1.8213889e-01
  3.3765072e-01  4.8021039e-01  4.2490601e+01  8.8202283e-03
  9.1465769e+00  9.2815838e+00  0.0000000e+00  0.0000000e+00]"
3943	PTPN18	HBB	0	"[-3.6978722e-01  1.2776892e+02  1.9148936e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6125603e+00  9.5057764e+02
  2.2351313e-01  0.0000000e+00  0.0000000e+00  1.9224064e-01
  2.8863999e-01  5.1911932e-01  3.6242599e+01  1.9112721e-02
  8.9829788e+00  1.2814209e+01  0.0000000e+00  0.0000000e+00]"
3949	R3HDM2	STAC3	0	"[-6.1886793e-01  1.2676696e+02 -1.4150944e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7978411e+00  8.2126221e+02
  2.8415900e-01  0.0000000e+00  0.0000000e+00  6.8527229e-02
  3.3999932e-01  5.9147346e-01  3.2710789e+01  3.5599858e-02
  7.5471697e+00  7.9361529e+00  0.0000000e+00  0.0000000e+00]"
3952	RAB11FIP1	PRKCSH	0	"[ 2.6562500e-01  1.3312498e+02 -2.3437500e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.1804196e+01  6.9700189e+02
  2.5737846e-01  0.0000000e+00  0.0000000e+00  1.5410517e-02
  2.5954634e-02  9.5863485e-01  2.3218681e+01  1.3378906e-01
  8.5625000e+00  1.3928572e+00  0.0000000e+00  0.0000000e+00]"
3960	RAB36	ASCC1	0	"[-1.72886282e-01  1.26681625e+02  1.60349850e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.79742050e+00  8.86514099e+02
  2.16847390e-01  0.00000000e+00  0.00000000e+00  1.05289392e-01
  2.14291766e-01  6.80418849e-01  3.77896576e+01  2.28221230e-02
  7.82798815e+00  6.77441883e+00  0.00000000e+00  0.00000000e+00]"
3964	RAB3B	NRD1	0	"[-1.0391999e+00  1.2858638e+02 -1.6200000e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.4562883e+00  6.5096918e+02
  3.6421284e-01  0.0000000e+00  0.0000000e+00  7.1507089e-02
  2.2603628e-01  7.0245659e-01  4.7228729e+01  2.6335999e-02
  6.5840001e+00  3.3684177e+00  0.0000000e+00  0.0000000e+00]"
3970	RAB3IP	MYLK	0	"[-4.2592594e-01  1.2662433e+02 -2.9100530e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1640577e+00  7.3604865e+02
  2.3186143e-01  0.0000000e+00  0.0000000e+00  9.2525082e-03
  3.1994480e-01  6.7080265e-01  4.7541012e+01  3.1606060e-02
  5.9735451e+00  2.3024879e+00  0.0000000e+00  0.0000000e+00]"
3986	RAD17	MARVELD2	0	"[-3.3479998e-01  1.3224297e+02  3.9000001e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0000069e+01  6.7643170e+02
  2.5148195e-01  0.0000000e+00  0.0000000e+00  1.1177563e-01
  4.1968709e-01  4.6853730e-01  3.2156174e+01  1.8792000e-02
  9.3959999e+00  7.1174188e+00  0.0000000e+00  0.0000000e+00]"
3988	RAD51AP1	DYRK4	0	"[-5.1307696e-01  1.3261653e+02  4.2307694e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4521217e+00  6.5909924e+02
  2.6313916e-01  0.0000000e+00  0.0000000e+00  1.7619735e-01
  2.5807777e-01  5.6572491e-01  3.7992279e+01  1.7396450e-02
  9.0461540e+00  1.0568193e+01  0.0000000e+00  0.0000000e+00]"
4026	RAD9A	CHD1	0	"[-3.1297751e-02  1.2974503e+02  9.9236645e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0474782e+01  6.5703723e+02
  2.2469172e-01  0.0000000e+00  0.0000000e+00  1.3636385e-01
  2.1992245e-01  6.4371365e-01  1.7851183e+01  7.2897851e-02
  9.5496187e+00  7.0340576e+00  0.0000000e+00  0.0000000e+00]"
4028	RBFOX3	CYP1A2	0	"[-5.4379559e-01  1.3035181e+02  1.4233577e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0890970e+00  1.2377629e+03
  2.3510627e-01  0.0000000e+00  0.0000000e+00  1.6185801e-01
  2.3632540e-01  6.0181659e-01  1.6763975e+01  6.0472056e-02
  8.2846718e+00  7.0433664e+00  0.0000000e+00  0.0000000e+00]"
4033	RBM47	SAMHD1	0	"[-2.6258069e-01  1.3453290e+02  2.9032258e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.8195000e+00  7.6647638e+02
  2.3454127e-01  0.0000000e+00  0.0000000e+00  8.7420218e-02
  2.8574395e-01  6.2683582e-01  2.0382795e+01  5.8480751e-02
  9.0645161e+00  7.6062002e+00  0.0000000e+00  0.0000000e+00]"
4035	RBPJL	CPA1	0	"[-2.5483873e-01  1.3084396e+02 -1.4662757e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.3723078e+00  8.6933063e+02
  2.0125496e-01  0.0000000e+00  0.0000000e+00  2.4080069e-01
  3.3979863e-01  4.1940072e-01  1.9085258e+01  3.2670859e-02
  1.1140762e+01  8.8742456e+00  0.0000000e+00  0.0000000e+00]"
4036	RBPMS2	OAZ2	0	"[-2.8928575e-01  1.2598212e+02  3.5714287e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.7807269e+00  1.3193258e+03
  1.4328744e-01  0.0000000e+00  0.0000000e+00  6.7326821e-02
  1.7644525e-01  7.5622791e-01  1.4868040e+01  1.1536281e-01
  9.6904764e+00  5.0114746e+00  0.0000000e+00  0.0000000e+00]"
4038	RCC1	UBAP2	0	"[-9.8965514e-01  1.3346895e+02  2.0689656e-01  2.0000000e+00
  7.0000000e+01  3.8000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.8595319e+00  1.1787079e+03
  2.2352217e-01  0.0000000e+00  0.0000000e+00  2.4807176e-02
  5.5299170e-02  9.1989368e-01  1.3469688e+01  2.6040429e-01
  7.5517240e+00  2.3275862e+00  0.0000000e+00  0.0000000e+00]"
4044	RHBDD2	POR	0	"[-5.1884812e-01  1.3054816e+02  1.5706806e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5936651e+00  8.8478613e+02
  2.3139623e-01  0.0000000e+00  0.0000000e+00  1.7812105e-01
  3.3448088e-01  4.8739806e-01  2.8073162e+01  1.7126115e-02
  9.8132639e+00  9.4318514e+00  0.0000000e+00  0.0000000e+00]"
4054	RNASE7	KRT4	0	"[-5.3443402e-01  1.2793537e+02  1.3679245e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1081448e+00  7.0005524e+02
  1.8499061e-01  0.0000000e+00  0.0000000e+00  1.6085894e-01
  2.0577388e-01  6.3336712e-01  3.5887001e+01  4.0405840e-02
  8.5660381e+00  9.9908791e+00  0.0000000e+00  0.0000000e+00]"
4057	RNF151	TBL3	0	"[-7.3341250e-02  1.2829631e+02  1.3033175e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2278175e+00  8.1956976e+02
  2.1216683e-01  0.0000000e+00  0.0000000e+00  6.2330011e-02
  3.1070289e-01  6.2696713e-01  4.0141006e+01  1.3148289e-02
  1.1097157e+01  1.0412850e+01  0.0000000e+00  0.0000000e+00]"
4058	RNF168	UBXN7	0	"[-1.1198382e+00  1.3017368e+02  1.2145749e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.9311900e+00  6.6463446e+02
  3.0472994e-01  0.0000000e+00  0.0000000e+00  9.4959661e-02
  1.4908554e-01  7.5595480e-01  5.3795254e+01  2.3717811e-02
  5.8582997e+00  2.4554491e+00  0.0000000e+00  0.0000000e+00]"
4060	RNF185	LIMK2	0	"[-3.6555716e-01  1.3145512e+02  6.5123010e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4590149e+00  7.2248315e+02
  2.7278361e-01  0.0000000e+00  0.0000000e+00  1.3707063e-01
  2.5373748e-01  6.0919189e-01  3.6499115e+01  1.3707352e-02
  9.4717798e+00  9.0582609e+00  0.0000000e+00  0.0000000e+00]"
4069	RNF31	THADA	0	"[-3.5622570e-01  1.2956506e+02 -1.9455253e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7050142e+00  8.1495984e+02
  2.1859407e-01  0.0000000e+00  0.0000000e+00  8.8426247e-02
  3.8058478e-01  5.3098899e-01  4.7815868e+01  8.9232996e-03
  9.1731520e+00  7.8005638e+00  0.0000000e+00  0.0000000e+00]"
4077	RNF34	QRSL1	0	"[-3.7340003e-01  1.2999979e+02 -2.2000000e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3324976e+00  6.8752521e+02
  2.6204008e-01  0.0000000e+00  0.0000000e+00  1.9314437e-01
  2.8971535e-01  5.1714027e-01  3.8691269e+01  1.5952000e-02
  7.9759998e+00  7.8230700e+00  0.0000000e+00  0.0000000e+00]"
4080	RNF4	FAM193A	0	"[-8.1504625e-01  1.2866502e+02 -2.3148148e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1213560e+00  6.6025854e+02
  2.6794830e-01  0.0000000e+00  0.0000000e+00  1.7928791e-01
  3.3123061e-01  4.8948148e-01  3.2784676e+01  8.4531223e-03
  1.0955247e+01  4.9169145e+00  0.0000000e+00  0.0000000e+00]"
4084	RPL10A	STATH	0	"[-3.5856581e-01  1.3263506e+02  7.5697213e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0149076e+01  6.6569629e+02
  2.6424700e-01  0.0000000e+00  0.0000000e+00  6.0980197e-02
  1.8256995e-01  7.5644976e-01  3.2328426e+01  3.6745448e-02
  9.2231073e+00  7.3820238e+00  0.0000000e+00  0.0000000e+00]"
4113	RPL23	C17orf98	0	"[ 5.2276415e-01  1.2723902e+02 -4.4715445e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6304607e+00  7.0100110e+02
  1.6396774e-01  0.0000000e+00  0.0000000e+00  4.6634261e-02
  7.5405978e-02  8.7795973e-01  2.8314596e+01  4.5409478e-02
  5.5853658e+00  1.7201120e+00  0.0000000e+00  0.0000000e+00]"
4114	RPL26	DCAF7	0	"[6.44444406e-01 1.35350006e+02 8.33333358e-02 2.00000000e+00
 7.00000000e+01 4.50000000e+00 2.04199997e+02 1.00000000e+00
 2.00000000e+00 7.00000000e+01 8.58539677e+00 8.32672852e+02
 1.35714293e-01 0.00000000e+00 0.00000000e+00 1.42776305e-02
 6.69447333e-02 9.18777645e-01 1.48020868e+01 2.20679015e-01
 7.94444466e+00 2.62539673e+00 0.00000000e+00 0.00000000e+00]"
4115	RPL3	UBB	0	"[ 2.6228812e-01  1.2590974e+02 -2.5423728e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0005678e+01  7.3823944e+02
  2.0786153e-01  0.0000000e+00  0.0000000e+00  1.6233468e-02
  2.4876991e-01  7.3499668e-01  3.0763582e+01  4.0397875e-02
  9.5338984e+00  6.3860803e+00  0.0000000e+00  0.0000000e+00]"
4119	RPL32	ARAP1	0	"[-4.2094865e-01  1.2328101e+02  4.7430828e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.8949165e+00  1.1335535e+03
  1.8623345e-01  0.0000000e+00  0.0000000e+00  1.0410004e-01
  2.7066419e-01  6.2523580e-01  3.9213062e+01  2.8105423e-02
  7.1106720e+00  7.1146874e+00  0.0000000e+00  0.0000000e+00]"
4124	RPL4	ACTG1	0	"[-3.7555557e-01  1.3111481e+02  2.0370370e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0988054e+00  8.4002393e+02
  2.5144225e-01  0.0000000e+00  0.0000000e+00  9.0896271e-02
  1.2155853e-01  7.8754520e-01  2.8968929e+01  3.4375858e-02
  9.2814817e+00  6.3665705e+00  0.0000000e+00  0.0000000e+00]"
4130	RPLP1	TMSB4X	0	"[-1.16129601e-02  1.29078690e+02  5.16129024e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.91453934e+00  9.19191528e+02
  1.85630500e-01  0.00000000e+00  0.00000000e+00  1.14994757e-02
  1.16885915e-01  8.71614575e-01  3.49521828e+01  4.69094701e-02
  7.27096796e+00  3.40661907e+00  0.00000000e+00  0.00000000e+00]"
4154	RPS16	AP1G2	0	"[-2.3782383e-01  1.2906734e+02  4.9222797e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4814262e+00  8.6991803e+02
  2.1761657e-01  0.0000000e+00  0.0000000e+00  8.5917555e-02
  1.4031084e-01  7.7377152e-01  2.7003830e+01  4.2175628e-02
  8.1398964e+00  5.0792856e+00  0.0000000e+00  0.0000000e+00]"
4159	RPS3	CDH1	0	"[-2.8780487e-01  1.3097438e+02  4.8780486e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.8120000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0948985e+01  8.2359351e+02
  3.1857875e-01  0.0000000e+00  0.0000000e+00  1.4061034e-01
  2.0972994e-01  6.4965975e-01  1.3791091e+01  1.0975610e-01
  9.0000000e+00  5.3333335e+00  0.0000000e+00  0.0000000e+00]"
4210	RSPO1	ALB	0	"[-4.1362232e-01  1.3134921e+02  3.0959751e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5829763e+00  6.6553235e+02
  3.0696714e-01  0.0000000e+00  0.0000000e+00  2.8035468e-01
  3.2645094e-01  3.9319441e-01  3.1419048e+01  1.5412780e-02
  9.9566565e+00  7.1112967e+00  0.0000000e+00  0.0000000e+00]"
4224	RTFDC1	FAM209A	0	"[-7.6804131e-01  1.3019586e+02  8.2474224e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6871967e+00  7.3348688e+02
  2.7958548e-01  0.0000000e+00  0.0000000e+00  1.8006155e-02
  4.9319912e-02  9.3267399e-01  3.7562149e+01  7.0039324e-02
  6.7938147e+00  3.2070446e+00  0.0000000e+00  0.0000000e+00]"
4226	S100A11	HNRNPC	0	"[8.8819884e-02 1.2769317e+02 3.1055901e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 1.8120000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 9.9952488e+00 7.2880438e+02 2.2090450e-01 0.0000000e+00 0.0000000e+00
 7.3141485e-02 3.3075061e-01 5.9610796e-01 2.4025356e+01 3.5145249e-02
 5.6583853e+00 2.4888198e+00 0.0000000e+00 0.0000000e+00]"
4244	S100A9	RSL24D1	0	"[-8.7941188e-01  1.3505411e+02  7.0588239e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2357273e+00  6.9712518e+02
  3.2339019e-01  0.0000000e+00  0.0000000e+00  1.5117215e-01
  3.0227232e-01  5.4655552e-01  2.2158318e+01  4.9826991e-02
  8.4705887e+00  7.0553427e+00  0.0000000e+00  0.0000000e+00]"
4247	SALL2	METTL3	0	"[-5.1246536e-01  1.2311341e+02  5.5401661e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.5254755e+00  7.5002002e+02
  2.1009409e-01  0.0000000e+00  0.0000000e+00  2.4015114e-01
  3.2760176e-01  4.3224716e-01  5.1393803e+01  1.0117326e-02
  7.3047090e+00  8.0373983e+00  0.0000000e+00  0.0000000e+00]"
4249	SAMD13	DNASE2B	0	"[-5.2026147e-01  1.3435489e+02  8.4967323e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5233364e+00  8.7706415e+02
  1.8681200e-01  0.0000000e+00  0.0000000e+00  1.6131310e-01
  3.0221745e-01  5.3646940e-01  1.5595306e+01  6.8734251e-02
  1.0516340e+01  8.4750605e+00  0.0000000e+00  0.0000000e+00]"
4252	SAR1A	TYSND1	0	"[1.9002490e-01 1.2258453e+02 4.9875313e-03 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 8.0471497e+00 9.9630695e+02 1.6997506e-01 0.0000000e+00 0.0000000e+00
 2.4081589e-01 3.0031604e-01 4.5886809e-01 2.1134146e+01 2.6635407e-02
 1.0680798e+01 1.2087855e+01 0.0000000e+00 0.0000000e+00]"
4254	SCGB3A2	RAB13	0	"[-6.0530305e-01  1.3221133e+02  4.1666668e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0319895e+01  8.1155597e+02
  3.2458651e-01  0.0000000e+00  0.0000000e+00  1.8049313e-01
  2.6069996e-01  5.5880696e-01  1.5657356e+01  7.3232323e-02
  9.6666670e+00  6.5750637e+00  0.0000000e+00  0.0000000e+00]"
